Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,url1,url2,url3,Missing
170049.0,OLATHE MEDICAL CENTER,20333 WEST 151ST STREET,OLATHE,KS,66061.0,JOHNSON,9137914200.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"20333 WEST 151ST STREET OLATHE, KS (38.854524, -94.823673)",https://www.olathehealth.org/locations/olathe-medical-center,https://www.olathehealth.org/,https://www.olathehealth.org/locations,True
140091.0,THE CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,61801.0,CHAMPAIGN,2173833311.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"611 WEST PARK STREET URBANA, IL (40.117423, -88.213888)",https://carle.org/locations/carle-foundation-hospital,https://www.carle.org/,https://carle.org/locations/urbana/main-campus,True
330102.0,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,14217.0,ERIE,7164476100.0,Acute Care Hospitals,Voluntary non-profit - Church,True,True,4,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,"2950 ELMWOOD AVENUE KENMORE, NY (42.9779, -78.878678)",https://www.chsbuffalo.org/kenmore-mercy-hospital,https://www.chsbuffalo.org/kenmore-mercy-hospital/phone-directory,https://www.mapquest.com/us/new-york/kenmore-mercy-hospital-371831786,True
140292.0,ADVENTIST GLENOAKS,701 WINTHROP AVENUE,GLENDALE HEIGHTS,IL,60139.0,DU PAGE,6305458000.0,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"701 WINTHROP AVENUE GLENDALE HEIGHTS, IL (41.915166, -88.058597)",https://www.amitahealth.org/locations/hospitals/glenoaks,https://www.keepingyouwell.com/care-services/physical-rehabilitation/adventist-glenoaks-hospital,https://www.yelp.com/biz/amita-health-adventist-medical-center-glenoaks-glendale-heights,True
180021.0,SOUTHEASTERN KY MEDICAL CENTER,850 RIVERVIEW AVENUE,PINEVILLE,KY,40977.0,BELL,6063373051.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Above the national average,,Not Available,Results are not available for this reporting period.,Below the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Above the national average,,Same as the national average,,"850 RIVERVIEW AVENUE PINEVILLE, KY (36.763077, -83.708574)",http://southeasternkyhealth.com/,https://www.healthcare4ppl.com/hospital/kentucky/pineville/southeastern-ky-medical-center-180021.html,https://www.facebook.com/pages/category/Hospital/Southeastern-KY-Medical-Center-432664960531896/,True
140011.0,HERRIN HOSPITAL,201 S 14TH ST,HERRIN,IL,62948.0,WILLIAMSON,6189422171.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,"201 S 14TH ST HERRIN, IL (37.801613, -89.026508)",https://www.sih.net/,http://www.sih.net/about/locations/,https://www.sih.net/locations/sih-herrin-hospital,True
190199.0,VILLA FELICIANA MEDICAL COMPLEX,5002 HIGHWAY 10,JACKSON,LA,70748.0,EAST FELICIANA,2256344010.0,Acute Care Hospitals,Government - State,False,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"5002 HIGHWAY 10 JACKSON, LA (30.829624, -91.157855)",http://ldh.la.gov/index.cfm/directory/detail/535,http://ldh.la.gov/index.cfm/directory/detail/1974/catid/169,https://www.senioradvice.com/providers/view/villa-feliciana-medical-complex-jackson-la,True
170075.0,"MERCY HOSPITAL, INC",218 E PACK STREET,MOUNDRIDGE,KS,67107.0,MCPHERSON,6203456391.0,Acute Care Hospitals,Voluntary non-profit - Church,True,True,4,,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Above the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Above the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"218 E PACK STREET MOUNDRIDGE, KS (38.205072, -97.516996)",https://www.mercyh.org/,https://www.mercyh.org/contact-us/,http://www.hospital-data.com/hospitals/MERCY-HOSPITAL-MOUNDRIDGE.html,True
210029.0,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,4940 EASTERN AVENUE,BALTIMORE,MD,21224.0,BALTIMORE CITY,4105500123.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,The data are based on claims that the hospital or facility submitted to CMS. The hospital or facility has reported discrepancies in their claims data.,Above the national average,The data are based on claims that the hospital or facility submitted to CMS. The hospital or facility has reported discrepancies in their claims data.,Above the national average,The data are based on claims that the hospital or facility submitted to CMS. The hospital or facility has reported discrepancies in their claims data.,Below the national average,The data are based on claims that the hospital or facility submitted to CMS. The hospital or facility has reported discrepancies in their claims data.,Below the national average,,Same as the national average,,Below the national average,,Above the national average,The data are based on claims that the hospital or facility submitted to CMS. The hospital or facility has reported discrepancies in their claims data.,"4940 EASTERN AVENUE BALTIMORE, MD (39.287285, -76.552134)",https://www.hopkinsmedicine.org/johns_hopkins_bayview/index.html,https://www.hopkinsmedicine.org/otolaryngology/patients/locations/bayview.html,https://www.hopkinsmedicine.org/psychiatry/patient_information/bayview/contact.html,True
200063.0,PENOBSCOT BAY MEDICAL CENTER,6 GLEN COVE DRIVE,ROCKPORT,ME,4856.0,KNOX,2079218000.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"6 GLEN COVE DRIVE ROCKPORT, ME (44.144434, -69.086537)",https://mainehealth.org/pen-bay-medical-center,https://mainehealth.org/pen-bay-medical-center/services/surgery,https://mainehealth.org/pen-bay-medical-center/patients-visitors/hospital-and-facilities,True
230096.0,STURGIS HOSPITAL,916 MYRTLE AVE,STURGIS,MI,49091.0,ST. JOSEPH,2696517824.0,Acute Care Hospitals,Government - Local,True,True,3,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"916 MYRTLE AVE STURGIS, MI (41.794193, -85.407308)",https://www.sturgishospital.com/,https://www.facebook.com/SturgisHospital/,https://www.yelp.com/biz/sturgis-hospital-sturgis,True
280060.0,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B,7500 MERCY RD,OMAHA,NE,68124.0,DOUGLAS,4023986060.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,"7500 MERCY RD OMAHA, NE (41.237904, -96.028717)",https://www.chihealth.com/chi-health-creighton-university-medical-center,https://www.chihealth.com/en/location-search/location-details.location.145a4560-5a7c-4f80-8128-678fd107d8bb.html,https://www.chihealth.com/bergan-mercy-maps-and-directions,True
280132.0,BELLEVUE MEDICAL CENTER,2500 BELLEVUE MEDICAL CENTER DR,BELLEVUE,NE,68123.0,SARPY,4027633600.0,Acute Care Hospitals,Proprietary,True,True,2,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"2500 BELLEVUE MEDICAL CENTER DR BELLEVUE, NE (41.13639, -95.94586)",https://www.nebraskamed.com/bellevue,https://www.nebraskamed.com/bellevue/family-medicine-clinic,https://www.nebraskamed.com/bellevue/hospital,True
230279.0,BRIGHTON HOSPITAL,12851 GRAND RIVER RD,BRIGHTON,MI,48116.0,LIVINGSTON,8102271211.0,Acute Care Hospitals,Voluntary non-profit - Private,False,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"12851 GRAND RIVER RD BRIGHTON, MI (42.51766, -83.694523)",https://healthcare.ascension.org/Locations/Michigan/MIDET/Brighton-Ascension-Brighton-Center-for-Recovery,https://healthcare.ascension.org/Locations/Michigan/MIDET/Brighton-Ascension-Brighton-Center-for-Recovery/Admissions-Details,https://www.rehabs.com/listings/brighton-center-for-recovery-2552634952/,True
310108.0,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,65 JAMES STREET,EDISON,NJ,8818.0,MIDDLESEX,7323217000.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,"65 JAMES STREET EDISON, NJ (40.55787, -74.349499)",https://www.plushcare.com/hospital/jfk-medical-ctr--anthony-m-yelencsics-community/,https://50hospitals.com/New-Jersey/Middlesex/Jfk-Medical-Ctr-Anthony-M-Yelencsics-Community/,https://www.medicalrecords.com/hospital/jfk-medical-ctr-anthony-m-yelencsics-community,True
320021.0,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,87106.0,BERNALILLO,5057248386.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,"1100 CENTRAL AVENUE SE ALBUQUERQUE, NM (35.082295, -106.63453)",https://presbyterian-hospital.phs.org/Pages/default.aspx,https://www.phs.org/hospitals/Pages/default.aspx,https://www.phs.org/Pages/default.aspx,True
220177.0,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,2554.0,NANTUCKET,5082281200.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Above the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,"57 PROSPECT STREET NANTUCKET, MA (41.275542, -70.100261)",http://nantuckethospital.org/,http://nantuckethospital.org/patients-visitors/your-hospital-visit/hospital-directory/,http://nantuckethospital.org/about-us/map-directions/,True
230092.0,HENRY FORD ALLEGIANCE HEALTH,205 N EAST AVE,JACKSON,MI,49201.0,JACKSON,5177884800.0,Acute Care Hospitals,Voluntary non-profit - Other,True,True,4,,Above the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,"205 N EAST AVE JACKSON, MI (42.249699, -84.393405)",https://www.henryford.com/locations/allegiance-health,https://www.henryford.com/locations/allegiance-health/about/contact-us,https://www.henryford.com/locations/allegiance-health-one-jackson-square/internal-medicine,True
230275.0,HEALTHSOURCE SAGINAW,3340 HOSPITAL ROAD,SAGINAW,MI,48603.0,SAGINAW,9897907888.0,Acute Care Hospitals,Voluntary non-profit - Other,True,True,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"3340 HOSPITAL ROAD SAGINAW, MI (43.456418, -84.052048)",https://www.healthsourcesaginaw.org/,https://www.healthsourcesaginaw.org/behavioral-medicine-center/,https://www.healthsourcesaginaw.org/careers/,True
260080.0,SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY,109 PLUM ST,DONIPHAN,MO,63935.0,RIPLEY,5739962141.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Below the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,"109 PLUM ST DONIPHAN, MO (36.620805, -90.826054)",https://www.sehealth.org/locations/health-center-of-ripley-county,https://www.ahd.com/free_profile/260080/Southeast_Health_Center_of_Ripley_County/Doniphan/Missouri/,https://doctor.webmd.com/practice/southeast-health-center-of-ripley-county-rural-health-clinic-0c73d4c7-4703-e211-a42b-001f29e3eb44-overview,True
280061.0,REGIONAL WEST MEDICAL CENTER,4021 AVE B,SCOTTSBLUFF,NE,69361.0,SCOTT BLUFF,3086353711.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"4021 AVE B SCOTTSBLUFF, NE (41.885055, -103.665837)",https://www.rwhs.org/,https://www.rwhs.org/careers,https://www.rwhs.org/find-provider,True
230130.0,"BEAUMONT HOSPITAL, ROYAL OAK",3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073.0,OAKLAND,2488985000.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,"3601 W THIRTEEN MILE RD ROYAL OAK, MI (42.517687, -83.192142)",https://www.beaumont.org/locations/beaumont-hospital-royal-oak,https://www.beaumont.org/contact-us,"https://doctors.beaumont.org/specialty/General%20Surgery/near/Royal%20Oak,%20MI",True
260110.0,SOUTHEASTHEALTH,1701 LACEY ST,CAPE GIRARDEAU,MO,63701.0,CAPE GIRARDEAU,5733344822.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Below the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Below the national average,,"1701 LACEY ST CAPE GIRARDEAU, MO (37.311273, -89.540936)",https://www.sehealth.org/,https://www.sehealth.org/locations/southeast-hospital,https://www.sehealth.org/foundation,True
230047.0,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHIP,MI,48038.0,MACOMB,5862632300.0,Acute Care Hospitals,Proprietary,True,True,3,,Above the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Below the national average,,"15855 NINETEEN MILE RD CLINTON TOWNSHIP, MI (42.612671, -82.963405)",https://www.henryford.com/locations/macomb,https://www.henryford.com/locations/macomb/about,https://www.henryford.com/locations/hfmh-medical-pavilion,True
330175.0,"CORTLAND REGIONAL MEDICAL CENTER, INC",134 HOMER AVENUE,CORTLAND,NY,13045.0,CORTLAND,6077563500.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"134 HOMER AVENUE CORTLAND, NY (42.608997, -76.186117)",https://www.guthrie.org/location/guthrie-cortland-medical-center,https://www.ahd.com/free_profile/330175/Cortland_Regional_Medical_Center/Cortland/New_York/,https://www.vitals.com/hospital/3djwm2/cortland-regional-medical-center-cortland,True
330132.0,TLC NETWORK,845 ROUTES 5 AND 20,IRVING,NY,14081.0,CHAUTAUQUA,7169517000.0,Acute Care Hospitals,Voluntary non-profit - Private,False,True,3,,Same as the national average,,Not Available,Results are not available for this reporting period.,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Same as the national average,,Same as the national average,,"845 ROUTES 5 AND 20 IRVING, NY (42.559416, -79.12704)",http://tlchealth.org/,http://tlchealth.org/locations/,http://tlchealth.org/contact-us/,True
310069.0,INSPIRA MEDICAL CENTER ELMER,"501 WEST FRONT STREET, POST OFFICE BOX  1090",ELMER,NJ,8318.0,SALEM,8563631000.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"501 WEST FRONT STREET, POST OFFICE BOX 1090 ELMER, NJ (39.588142, -75.179457)",http://www.inspirahealthnetwork.org/elmer,http://www.inspirahealthnetwork.org/imaging-elmer,https://www.inspirahealthnetwork.org/?id=2111&sid=1,True
260105.0,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,3635 VISTA AVE,SAINT LOUIS,MO,63110.0,ST. LOUIS CITY,3145778000.0,Acute Care Hospitals,Proprietary,True,True,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"3635 VISTA AVE SAINT LOUIS, MO (38.622459, -90.239052)",https://www.ssmhealth.com/locations/saint-louis-university-hospital,https://www.ssmhealth.com/locations/location-details/saint-louis-university-hospital-specialty-clinic,https://www.ssmhealth.com/locations/saint-louis-university-hospital/visitor-information,True
223302.0,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,2115.0,SUFFOLK,6177356000.0,Childrens,Voluntary non-profit - Private,True,True,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,"300 LONGWOOD AVENUE BOSTON, MA (42.337629, -71.104783)",http://www.childrenshospital.org/,http://www.childrenshospital.org/about-us/contact-us,http://www.childrenshospital.org/research/labs/melero-martin-laboratory/contact-us/address,True
290003.0,SUNRISE HOSPITAL AND MEDICAL CENTER,3186 S MARYLAND PKWY,LAS VEGAS,NV,89109.0,CLARK,7027318000.0,Acute Care Hospitals,Proprietary,True,True,1,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,"3186 S MARYLAND PKWY LAS VEGAS, NV (36.134586, -115.136883)",https://sunrisehospital.com/,https://sunrisehospital.com/careers/search.dot,https://sunrisehospital.com/about/phone-directory/,True
250025.0,GILMORE MEMORIAL HOSPITAL,1105 EARL FRYE BLVD,AMORY,MS,38821.0,MONROE,6622566002.0,Acute Care Hospitals,Proprietary,True,True,3,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Below the national average,,"1105 EARL FRYE BLVD AMORY, MS (33.977551, -88.477625)",http://m.gilmorememorialhospital.org/,http://www.gilmorememorialhospital.org/locations,http://www.gilmorememorialhospital.org/about/phone-directory,True
330408.0,TRI-TOWN REGIONAL HEALTHCARE,43 WEST PEARL STREET,SIDNEY,NY,13838.0,DELAWARE,6075637080.0,Acute Care Hospitals,Voluntary non-profit - Private,True,,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"43 WEST PEARL STREET SIDNEY, NY (42.304648, -75.395684)",https://www.bassett.org/medical/locations/hospitals/ao-fox-hospital-tri-town-campus,https://www.bassett.org/medical/locations/regional-health-centers/sidney-tri-town-specialty-services,https://www.mapquest.com/us/new-york/tri-town-regional-healthcare-266186297,True
240088.0,CARRIS HEALTH LLC,301 BECKER AVE SW,WILLMAR,MN,56201.0,KANDIYOHI,3202314227.0,Acute Care Hospitals,Government - Local,True,True,4,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"301 BECKER AVE SW WILLMAR, MN (45.120514, -95.046366)",https://www.carrishealth.com/,https://www.acmc.com/wsc/,https://www.acmc.com/,True
330395.0,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691.0,QUEENS,7188697000.0,Acute Care Hospitals,Voluntary non-profit - Church,True,True,1,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Not Available,Results are not available for this reporting period.,"327 BEACH 19TH STREET FAR ROCKAWAY, NY (40.598675, -73.75268)",https://ehs.org/,https://ehs.org/about/contact-us,https://ehs.org/careers,True
230030.0,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,ALMA,MI,48801.0,GRATIOT,9894631101.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,5,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,"300 E WARWICK DR ALMA, MI (43.39168, -84.662278)",https://www.midmichigan.org/about/our-affiliates/medical-centers/midmichigan-medical-center-gratiot/,https://www.midmichigan.org/conditions-treatments/UrgentCare/midmichigan-urgent-care-alma/,https://www.midmichigan.org/locations/profile/?id=2937,True
240207.0,FAIRVIEW RIDGES HOSPITAL,201 EAST NICOLLET BOULEVARD,BURNSVILLE,MN,55337.0,DAKOTA,9528922101.0,Acute Care Hospitals,Voluntary non-profit - Church,True,True,4,,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,"201 EAST NICOLLET BOULEVARD BURNSVILLE, MN (44.749947, -93.274858)",https://www.fairview.org/locations/fairview-ridges-hospital,https://www.fairview.org/locations/fairview-ridges-hospital/birthplace,https://www.yelp.com/biz/fairview-ridges-hospital-burnsville,True
330403.0,MONROE COMMUNITY HOSPITAL,435 EAST HENRIETTA ROAD,ROCHESTER,NY,14620.0,MONROE,5857606500.0,Acute Care Hospitals,Voluntary non-profit - Other,False,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"435 EAST HENRIETTA ROAD ROCHESTER, NY (43.111856, -77.616078)",https://www.monroehosp.org/,https://www2.monroecounty.gov/mch-index.php,http://www.rochesterhealth.com/healthcaredirectory/aprofile/A000000007/monroe-community-hospital-snf,True
330277.0,CORNING HOSPITAL,1 GUTHRIE DRIVE,CORNING,NY,14830.0,STEUBEN,6079377200.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1 GUTHRIE DRIVE CORNING, NY (42.136107, -76.969841)",https://www.guthrie.org/location/guthrie-corning-hospital,https://www.guthrie.org/location/guthrie-cancer-center-corning-hospital,https://www.guthrie.org/location/corning-centerway,True
230021.0,"LAKELAND HOSPITAL, ST JOSEPH",1234 NAPIER AVENUE,ST JOSEPH,MI,49085.0,BERRIEN,2699838300.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Below the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1234 NAPIER AVENUE ST JOSEPH, MI (42.089742, -86.477194)",https://www.lakelandhealth.org/,https://www.lakelandhealth.org/how-we-compare/about-lakeland/contact-us,https://www.lakelandhealth.org/locations/Detail/lakeland-medical-center/d71540ad-c230-6723-add8-ff0000ca780f,True
290042.0,HARMON HOSPITAL,2170 EAST HARMON AVENUE,LAS VEGAS,NV,89119.0,CLARK,7027940100.0,Acute Care Hospitals,Voluntary non-profit - Private,False,,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"2170 EAST HARMON AVENUE LAS VEGAS, NV (36.107369, -115.121992)",http://www.harmonmedicalrehab.com/,https://www.yelp.com/biz/harmon-medical-and-rehabilitation-hospital-las-vegas,https://health.usnews.com/best-nursing-homes/area/nv/harmon-hospital-skilled-nursing-facility-295048,True
230239.0,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,SAULT SAINTE MARIE,MI,49783.0,CHIPPEWA,9066354460.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"500 OSBORN BLVD SAULT SAINTE MARIE, MI (46.498099, -84.349513)",https://www.warmemorialhospital.org/,https://www.warmemorialhospital.org/contact-us-24/,http://www.warmemorialhospital.org/services--departments-3/,True
330047.0,ST MARY'S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,AMSTERDAM,NY,12010.0,MONTGOMERY,5188417101.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,"427 GUY PARK AVENUE AMSTERDAM, NY (42.953648, -74.216041)",https://www.smha.org/,https://www.smha.org/employment,https://www.smha.org/phone-numbers-2,True
