Generic Item Name,National Drug Code, Charge 
darbepoetin 300 mcg/0.6 mL INJ (Aranesp) ESRD,55513011101,"$18,433.80 "
darbepoetin 40 mcg/0.4 mL INJ (Aranesp),55513003704,"$2,200.90 "
darbepoetin 40 mcg/0.4 mL INJ (Aranesp) ESRD,55513003701,"$2,200.90 "
darbepoetin 60 mcg/0.3 mL INJ (Aranesp),55513002304,"$7,373.85 "
darbepoetin 60 mcg/0.3 mL INJ (Aranesp) ESRD,55513003904,"$4,001.25 "
darunavir 100 mg/mL ORAL SUSP (Prezista),59676056501,$14.58 
darunavir 400 mg TAB (Prezista)(NF),59676056101,$94.36 
darunavir 600 mg TAB (Prezista),59676052601,$83.57 
darunavir 800 mg TAB (Prezista),59676056630,$167.13 
dasatinib 100 mg TAB (Sprycel),3085222,"$1,227.19 "
DAUNOrubicin 5 mg/mL SOLN,703523313,$60.08 
DECITABINE 5 mg/mL INJ (Dacogen),58063060050,"$6,412.50 "
DeFEROXamine  500 mg INJ (Desferal),409233610,$76.77 
Deferoxamine 100 mg/mL (PEDS) Inj,63323059710,$28.71 
DeFEROXamine 500 mg IVPB (Desferal (EQV)),55390026310,$91.29 
DEGARELIX 80 mg PWDI (Firmagon),55566830101,"$1,820.03 "
delavirdine 100 mg TAB,49702020924,$5.45 
DEMECLOCYCLINE 150 mg TAB (Declomycin (EQV)),62584015901,$33.05 
DENOSUmab  60 mg/mL Inj (Prolia),55513071001,"$3,538.04 "
DENOSUmab 120 mg/1.7 mL SOLN (XGEVA),55513073001,"$4,447.17 "
DERMABOND (cyanoacrylate),10000000009,$103.50 
DESflurane per 5 minutes (Suprane),10019064124,$9.00 
DESIPRAMINE 25 mg TAB (Norpramin (EQV)),68084097225,$8.76 
DESIPRAMINE 50 mg TAB (NORPRAMIN),45963034302,$10.35 
DESIPRAMINE10 mg TAB (Norpramin (EQV)),45963034102,$4.58 
desmopressin 0.1 mg TAB (DDAVP),75001600,$28.01 
desmopressin 10 mcg/inh SPR (DDAVP (EQV)),75245201,$318.39 
desmopressin 4 mcg/mL 1 mL SOLN (DDAVP),75245101,$271.46 
desmopressin 4 mcg/mL 10 mL SOLN (DDAVP),703505401,$29.27 
DESOXIMETASONE Topical 0.25% CREAM (Topicort (EQV)),472047815,$14.46 
dexamethasone (1mg/mL) AF (SCN) Solution,20000000001,$4.50 
dexamethasone 0.2 mg/mL (SCN) INJ,10000000004,$4.50 
dexamethasone 0.5 mg TAB (Decadron (EQV)),54817925,$1.00 
dexamethasone 0.5 mg/5 mL (SCN/PEDS) LIQ,603114556,$0.51 
dexamethasone 0.5 mg/5 mL ELIX,54317763,$0.18 
dexamethasone 0.75 mg TAB (Decadron (EQV)),54418025,$1.00 
dexamethasone 1 mg TAB (Decadron (EQV)),54418125,$1.22 
dexamethasone 1 mg/ml CONC (Adults Only),54317644,$3.58 
dexamethasone 1.5 mg TAB (Decadron (EQV)),54418225,$1.00 
dexamethasone 10 mg/50 mL NSS (RCC),641036799,$4.32 
dexamethasone 10 mg/mL (PEDS) SOLN,641036721,$9.11 
dexamethasone 10 mg/mL INJ. (Decadron (EQV)),63323051610,$5.37 
dexamethasone 2 mg TAB (Decadron (EQV)),54418325,$2.39 
dexamethasone 20 mg/50 mL NSS (RCC),641036798,$13.23 
dexamethasone 4 mg TAB (Decadron (EQV)),54418425,$1.00 
dexamethasone 4 mg/mL INJ (Decadron (EQV)),69454702,$8.66 
dexamethasone 4 mg/mL INJ (PEDS),63323016501,$7.25 
dexamethasone 6 mg TAB (Decadron (EQV)),54818325,$2.43 
dexamethasone OPH. 0.1% SOLN (Decadron (EQV)),24208072002,$29.93 
dexamethasone/neomycin/polymyxin B OPH. 1 mg-3.5 mg-10000 units/g OINT (Maxitrol (EQV)),574416035,$21.41 
dexamethasone/neomycin/polymyxin B OPH. 1 mg-3.5 mg-10000 units/mL SUSP (Maxitrol (EQV)),61314063006,$15.21 
dexamethasone-tobramycin 0.1-3% OPH. OINT (Tobradex (EQV)),65064835,$228.34 
dexamethasone-tobramycin 0.1-3% OPH. SUSP (Tobradex (EQV)),24208029525,$91.03 
dexmedetomidine 100 mcg/mL INJ (Precedex),17478005502,$88.31 
dexmedetomidine 200 mcg/50 ml 0.9% NaCl Premix,409166050,$5.85 
DEXTROAMPHETAMINE 5 mg TAB,406895801,$11.41 
DEXTROSE 10%  5 mL (Spinal),409408902,$1.67 
DEXTROSE 10% in Water 1000 mL SOLN,264752000,$0.01 
DEXTROSE 10% in WATER 250 mL SOLN,338002302,$0.04 
DEXTROSE 10% in WATER 500 mL SOLN,264752010,$0.02 
DEXTROSE 10% with 0.2% NaCl  250 mL SOLN,409486202,$0.13 
DEXTROSE 10% with 0.2% NaCl  500 mL SOLN,409486203,$0.05 
DEXTROSE 10% with 0.45% NaCl 1000 mL SOLN,264122200,$0.05 
Dextrose 10% with 0.9% NaCl 1000 mL (PEDS) Infusion,409818325,$19.85 
DEXTROSE 10% with 0.9% NaCL 1000 mL SOLN,409153405,$0.03 
DEXTROSE 12.5% in WATER 500 mL SOLN,30000000003,$0.09 
DEXTROSE 15% in WATER 500 mL SOLN,30000000004,$0.09 
DEXTROSE 17.5% in WATER 500 mL SOLN,99000000009,$0.09 
DEXTROSE 20% in WATER 500 mL SOLN,99900000008,$0.09 
DEXTROSE 25%  10 mL SOLN SYRINGE,409177510,$3.28 
DEXTROSE 5% in LACTATED RINGERS 1000 ML SOLN,264775100,$0.01 
DEXTROSE 5% in LACTATED RINGERS w/KCl 20 mEq/L SOLN,409711109,$0.02 
DEXTROSE 5% in LACTATED RINGERS w/KCl 40 mEq/L SOLN,409711309,$0.01 
DEXTROSE 5% in WATER 100 mL SOLN,264151032,$0.07 
DEXTROSE 5% in WATER 1000 mL SOLN,264110755,$0.05 
DEXTROSE 5% in WATER 250 mL SOLN,264751020,$0.04 
DEXTROSE 5% in WATER 250 mL SOLN GLASS,338001602,$0.14 
DEXTROSE 5% in WATER 250 mL SOLN. AddVantage,409710002,$0.05 
DEXTROSE 5% in water 50 mL SOLN,264151031,$0.13 
DEXTROSE 5% in WATER 500 mL SOLN,264110155,$0.02 
DEXTROSE 5% in WATER 500 mL SOLN GLASS,338001603,$0.05 
DEXTROSE 5% in WATER with KCL 20 mEq/L SOLN,264762500,$0.05 
DEXTROSE 5% with 0.2% NaCL 1000 mL SOLN,409792409,$0.02 
DEXTROSE 5% with 0.2% NaCL 500 mL SOLN,409792403,$0.04 
DEXTROSE 5% with 0.2% NaCL with KCL 10 mEq/500 mL SOLN,338066303,$0.09 
DEXTROSE 5% with 0.2% NaCL with KCL 20 mEq/L 1000 mL SOLN,264764500,$0.04 
DEXTROSE 5% with 0.45% NaCL 1000 mL SOLN,264761200,$0.01 
DEXTROSE 5% with 0.45% NaCL 250 mL SOLN,409792602,$0.09 
DEXTROSE 5% with 0.45% NaCL 500 mL SOLN,409792603,$0.05 
DEXTROSE 5% with 0.45% NaCL with KCL 10 mEq 500 mL SOLN,409790203,$0.04 
DEXTROSE 5% with 0.45% NaCL with KCL 10 mEq/L 1000 mL SOLN,264763400,$0.01 
DEXTROSE 5% with 0.45% NaCL with KCL 20 mEq/L 1000 mL SOLN,409790209,$0.01 
DEXTROSE 5% with 0.45% NaCL with KCL 30 mEq/L 1000 mL SOLN,264763600,$0.01 
DEXTROSE 5% with 0.45% NaCL with KCL 40 mEq/L 1000 mL SOLN,264763800,$0.01 
DEXTROSE 5% with 0.45% NaCl with KCL 40 mEq/L 1000 mL SOLN.,264763800,$0.04 
DEXTROSE 5% with 0.9% NaCL 1000 mL SOLN,264761000,$0.03 
DEXTROSE 5% with 0.9% NaCL 500ml Soln,264761010,$0.01 
DEXTROSE 5% with 0.9% NaCL with KCL 20 mEq/L 1000 mL SOLN,264765200,$0.01 
DEXTROSE 5% with 0.9% NaCL with KCL 40 mEq/L 1000 mL SOLN,409710909,$0.02 
DEXTROSE 5% with KCL 20 mEq/L 1000 mL SOLN,409790509,$0.01 
DEXTROSE 5% with KCL 40 mEq/L 1000 mL SOLN,409790609,$0.01 
DEXTROSE 50%  50 mL SOLN SYRINGE,409490234,$1.04 
DEXTROSE 50% 50 mL INJ VIAL,409664802,$0.20 
DEXTROSE 7.5% in WATER 500 mL SOLN,30000000002,$0.09 
DEXTROSE ADDVANTAGE 5% in WATER 150 mL SOLN,74710013,$0.16 
diazepam  2 mg TAB (Valium (EQV)),378027101,$1.00 
diazepam  5 mg TAB (Valium (EQV)),68084035901,$1.00 
Diazepam 0.1 mg/mL (SCN) Inj,409127305,$64.13 
diazePAM 10 mg KIT,187065820,$483.62 
diazepam 10 mg Suppository,90000000001,$9.00 
diazepam 10 mg TAB (Valium (EQV)),51079028621,$1.00 
diazepam 10 mg/ 2 mL Rectal (Use for Diastat ),187065820,$90.77 
diazepam 5 mg Suppository,90000900000,$9.00 
diazepam 5 mg/mL (PEDS) Inj,409127905,$64.17 
diazepam 5 mg/mL INJ (Valium (EQV)),409127332,$51.50 
diazOXIDE 50 mg/mL (Proglycem) SUSP,575620030,$39.01 
DICLOFENAC OPH. 0.1% SOLN (Voltaren (EQV)),61314001425,$26.51 
DICLOFENAC SODIUM 25 mg Delayed Release (Voltaren (EQV)),16571020310,$5.28 
DICLOFENAC SODIUM 75 mg Delayed Release (Voltaren (EQV)),228255111,$1.90 
DICLOXACILLIN 250 mg CAP,781224801,$1.47 
DICYCLOMINE 10 mg CAP (Bentyl (EQV)),527058601,$0.29 
DICYCLOMINE 10 mg/mL INJ (Bentyl (EQV)),58914008052,$118.26 
DICYCLOMINE 20 mg TAB (Bentyl (EQV)),378162001,$1.00 
digoxin 100 mcg/mL (0.1 mg/mL) INJ (Lanoxin (EQV)),173026210,$28.51 
digoxin 125 mcg (0.125 mg) TAB (Lanoxin (EQV)),378615501,$5.81 
digoxin 125 mcg/2.5ml ORAL (0.05 mg/mL) Elixir (2.5ml),54005716,$2.76 
DIGOXIN 20 mcg/mL (SCN) INJ,10000000005,$9.00 
digoxin 250 mcg (0.25 mg) TAB (Lanoxin (EQV)),62794014601,$1.00 
digoxin 250 mcg/5ml ORAL ELIX (5 ml) (Lanoxin (EQV)),68094075262,$3.78 
digoxin 250 mcg/mL (0.25 mg/mL) INJ (Lanoxin (EQV)),641141035,$13.64 
digoxin 50 mcg/mL ORAL Liquid,54005746,$3.42 
digoxin 62.5 mcg (0.0625 mg) (1/2 of 125 mcg) TAB,904592161,$7.01 
digoxin IMMUNE FAB 40 mg INJ (DigiFab),281036510,"$13,950.00 "
dihydroergotamine 1 mg/mL INJ (DHE),66490004101,"$5,295.39 "
dihydroergotamine 4 mg/mL NASAL SPRAY(Migranal(EQV),68682035710,"$1,219.50 "
diltiazem 100 mg/100 mL 0.9% NaCl,409435003,$51.93 
diltiazem 120 mg CAP SR (12H),378612001,$17.01 
diltiazem 120 mg/24 hours CAP CD  (Cardizem-CD (EQV)),64455079542,$14.42 
diltiazem 15 mg (1/2 of 30 mg) TAB,93031801,$1.00 
diltiazem 180 mg/24 hours CAP CD (Cardizem-CD (EQV)),88179642,$7.16 
diltiazem 240 mg/24 hours CAP CD (Cardizem-CD (EQV)),64455079742,$24.68 
diltiazem 30 mg TAB (Cardizem (EQV)),378002301,$1.00 
diltiazem 300 mg/24 hours CAP CD (Cardizem-CD (EQV)),64455079842,$31.99 
diltiazem 5 mg/mL INJ (Cardizem (EQV)) VIAL,17478093705,$2.16 
diltiazem 60 mg CAP SR (12H),378606001,$11.42 
diltiazem 60 mg TAB (Cardizem (EQV)),64455077247,$10.31 
diltiazem 90 mg CAP SR (12H),378609001,$13.05 
diltiazem 90 mg TAB (Cardizem (EQV)),93032001,$1.58 
diltiazem Infusion 1 mg/mL INJ BAG (Cardizem (EQV)),10019051002,$0.90 
DILUENT For EPOPROSTENOL,173051800,$1.35 
DIMERCAPROL 300 mg/3mL SOLN,11098052603,$135.95 
diphenhydrAMINE 25 mg CAP (BENADRY (EQV)),904530661,$0.19 
diphenhydrAMINE 25 mg/50 mL NSS(RCC),641037621,$4.50 
diphenhydrAMINE 50 mg CAP (BENADRYL (EQV)),904530760,$0.12 
diphenhydrAMINE 50 mg/50 mL SOLN (RCC),67457012410,$4.50 
diphenhydrAMINE 50 mg/mL INJ (Benadryl (EQV)),63323066401,$13.64 
diphenhydrAMINE 50 mg/mL INJ (PEDS),63323066411,$13.64 
diphenhydrAMINE ORAL 25 mg/10 mL LIQ (Benadryl (EQV)),121048910,$0.75 
DiphenhydrAMINE/maalox/lidocaine Susp (MAGIC MOUTHWASH),41,$0.09 
diphenhydrAMINE/zinc acetate TOPICAL 2% CREAM (Benadryl (EQV)),52735075226,$0.14 
DIPHENOXYLATE-ATROPINE 2.5 mg/0.025mg TAB (Lomotil (EQV)),378041501,$2.52 
DIPHENOXYLATE-ATROPINE 2.5 mg/0.025mg/5 mL LIQ (Lomotol EQV)),54319446,$0.97 
diphth/haemophilus/pertussis/tetanus/polio - (Pentacel)KIT,49281051005,$375.75 
diphtheria/hepB/pertussisacel/polio/tetanus - SUSP,58160081152,$446.13 
diphtheria/pertussisacel/tetanus/polio - SUSP (KINRIX (EQV)),58160081211,$321.66 
dipyridamole 25 mg TAB (Persantine (EQV)),904108661,$1.12 
dipyridamole 50 mg TAB (Persantine (EQV)),115107101,$2.81 
dipyridamole 50 mg/10 mL INJ (Persantine (EQV)),409204302,$3.27 
dipyridamole 75 mg TAB (Persantine (EQV)),64980013501,$4.20 
DISOPYRAMIDE 100 mg CAP (NORPACE (EQV)),93312701,$3.91 
DISOPYRAMIDE 100 mg CAP SR (NORPACE CR (EQV)),25273234,$3.55 
DISOPYRAMIDE 150 mg CAP (NORPACE (EQV)),93312901,$4.11 
DISOPYRAMIDE 150 mg CAP SR (NORPACE CR (EQV)),58177000204,$4.54 
divalproex 125 mg (Depakote),74621211,$4.27 
divalproex 250 mg (Depakote),74621411,$9.33 
divalproex E.R. 250 mg TAB ER (Depakote ER),74382611,$13.47 
divalproex E.R. 500 mg ER (Depakote ER),74712611,$23.64 
divalproex SPRINKLE 125 mg DRC,74611411,$7.22 
DOBUTamine 1000 mg/250ml D5W PREMIX IV,338107702,$0.47 
DOBUTamine 1500 mcg/mL (SCN) 10 mL Infusion,20000000023,$4.50 
DOBUTamine 1500 mcg/mL (SCN) 3 mL Infusion,20000000022,$4.50 
DOBUTamine 2000 mcg/mL (SCN/PEDS) 10 mL In,409202598,$4.50 
DOBUTamine 2000 mcg/mL (SCN/PEDS) 3 mL Infusion,409202599,$4.50 
DOBUTamine 250 mg/20 mL INJ,702737510,$0.79 
DOBUTamine 250 mg/250 mL D5W Premix SOLN,338107302,$0.34 
DOCEtaxel 10 mg/ mL Solution,409020102,$162.90 
DOCEtaxel 10 mg/mL SOLN,409020126,$162.90 
DOCUSATE 100 mg/10 mL ORAL LIQ (Colace (EQV)),121054410,$0.18 
DOCUSATE SODIUM 100 mg CAP (COLACE (EQV)),603015021,$0.12 
DOCUSATE-SENNA 50 mg-8.6 mg TAB (Senokot-S (EQV)),63739043210,$1.00 
DOFETILIDE 125 mcg CAP (TIKOSYN),51862012560,$33.57 
DOFETILIDE 250 mcg CAP (TIKOSYN),51862002560,$33.57 
DOFETILIDE 500 mcg CAP (TIKOSYN),69582043,$35.68 
dolutegravir 50 mg TAB,49702022813,$243.05 
DONEPEZIL 10 mg TAB (Aricept (EQV)),62856024690,$69.08 
DONEPEZIL 5 mg TAB (Aricept (EQV)),62856024590,$75.98 
DOPamine 1500 mcg/mL (SCN) 10 mL Infusion,20000000025,$2.25 
DOPamine 1500 mcg/mL (SCN) 3 mL Infusion,20000000024,$2.25 
DOPamine 1600 mcg/mL (SCN/PEDS) 10 mL Infusion,409910498,$4.50 
DOPamine 1600 mcg/mL (SCN/PEDS) 3 mL Infusion,409910499,$4.50 
DOPamine 40 mg/mL SOLN,517180525,$1.74 
DOPamine 400 mg/250 mL Infusion IV ,338100702,$0.23 
dornase alfa 2.5 mg/2.5 mL SOLN ((PULMOZYME (EQV)),50242010040,$171.00 
DORZOLAMIDE OPH. 2% SOLN (Trusopt (EQV)),781605370,$7.11 
DORZOLAMIDE-TIMOLOL OPH. 2%-0.5% SOLN (Cosopt (EQV)),781605470,$44.59 
DOXAZOSIN 1 mg TAB (Cardura (EQV)),904552261,$1.00 
DOXAZOSIN 2 mg TAB (Cardura (EQV)),378402201,$3.31 
DOXEPIN  50 mg CAP (SINEQUAN (EQV)),378425001,$3.97 
DOXEPIN 10 mg CAP (SINEQUAN (EQV)),51079043620,$1.77 
DOXEPIN 25 mg CAP (SINEQUAN (EQV),378312510,$2.77 
DOXOrubicin 2 mg/mL SOLN,55390023610,$1.80 
DOXOrubicin liposomal 2 mg/mL INJ,17314960001,$411.39 
doxycycline 1 mg/mL (PEDS) Inj,63323013013,$59.40 
doxycycline 100 mg,47781049050,$6.11 
doxycycline 100 mg INJ,55390011010,$62.10 
doxycycline 100 mg/250 mL NSS AddEase,63323013011,$125.57 
doxycycline 50 mg TAB (Vibramycin(EQV)),378602101,$8.11 
doxycycline INTRAPLEURAL 500 mg/50 mL SWFI,63323013010,$305.37 
DRONABINOL 2.5 mg CAP  (MARINOL (EQV)),17478076106,$20.15 
DRONEDARONE 400 mg Tablet (Multaq),24414210,$42.57 
droperidol 2.5 mg/mL INJ (Inapsine (EQV)),517970225,$8.43 
DULOXETINE 20 mg DRC (Cymbalta),2323560,$16.88 
DULOXETINE 30 mg DRC (Cymbalta),2324033,$18.72 
DULOXETINE 60 mg DRC (Cymbalta),2323733,$19.41 
durvalumab 50 mg/mL IVPB,310461150,"$1,585.04 "
DUTASTERIDE 0.5 mg CAP (Avodart),173071215,$22.92 
D-XYLOSE  PWDR 25gm (Xylose),49452824001,$1.49 
ECONAZOLE  Topical 1%  CREAM (Spectazole (EQV)),168031230,$1.08 
eculizumab 10 mg/mL SOLN,25682000101,$888.30 
EDETATE CALCIUM DISODIUM 500 mg/2.5mL INJ,29336051010,$171.00 
EDROPHONIUM 10 mg/mL INJ (15ml vial)  (Enlon EQV)),67457019015,$24.00 
efavirenz 200 mg Cap (Sustiva),64980040709,$46.71 
efavirenz/emtricitabine/tenofovir 600-200-300 MG Tab (Atripla),15584010101,$215.79 
elotuzumab 25 mg/mL (EMPLICITI),3452211,$26.64 
EMOLLIENTS TOPICAL - CREAM (Eucerin (EQV)),54162060002,$0.18 
EMOLLIENTS Topical - LOT (Thera P (EQV)),45802059355,$0.10 
emtricitabine 10 mg/mL SOLN (Emtriva),61958060201,$2.97 
emtricitabine 200 mg CAP (Emtriva),61958060101,$75.29 
emtricitabine-tenofovir 200 mg-300 mg TAB (Truvada),61958070101,$192.49 
ENALAPRIL 10 mg TAB (Vasotec (EQV)),68084039101,$1.00 
ENALAPRIL 2.5 mg TAB  (Vasotec (EQV)),904560960,$1.00 
ENALAPRIL 2.5 mg/2 mL SOLN (2 mL) (Vasotec(EQV)),409212202,$4.68 
ENALAPRIL 5 mg TAB (Vasotec (EQV)),68084039001,$1.00 
enfuvirtide 90 mg PWDI,4038140,$175.23 
enoxaparin 100 mg/mL INJ (Lovenox),75062603,$372.12 
enoxaparin 100 mg/mL SYRINGE (Lovenox),781350069,$62.91 
enoxaparin 120 mg/0.8 mL SYRINGE (Lovenox),75291201,$75.47 
enoxaparin 150 mg/mL SYRINGE (Lovenox),75291501,$94.32 
enoxaparin 30 mg/0.3 mL SYRINGE (Lovenox),781311963,$18.90 
enoxaparin 40 mg/0.4 mL SYRINGE (Lovenox),781311964,$25.16 
enoxaparin 60 mg/0.6 mL SYRINGE (Lovenox),75062160,$37.71 
enoxaparin 80 mg/0.8 mL SYRINGE (Lovenox),75062280,$50.40 
ENTACAPONE 200 mg TAB (Comtan),78032705,$22.93 
ePHEDrine  50 mg/mL INJ,17478051500,$238.34 
ePHEDrine 10 mg/ 2 mL Syinge,143314501,$6.89 
ePHEDrine 25 mg/5 mL Syringe,61553030170,$25.25 
EPINEPHrine 0.1 mg/mL INJ (10 mL Syringe),409492134,$2.05 
EPINEPHrine 1 mg/mL (PEDS) Inj,517106125,$1.93 
EPINEPHrine 1 mg/ml 30 ML INJ,42023010101,$3.41 
EPINEPHrine 10 mcg/mL-0.9% SOLN,61553036072,$4.50 
EPINEPHrine 2 mg/250 mL NSS Infusion,7632990626,$110.07 
EPINEPHrine 2.25% INHALANT SOLN (RACEMIC) (S2) (0.5ml NEB),487590102,$11.88 
EPINEPHrine 4 mcg/mL (SCN) 10 mL Infusion,517107125,$0.90 
EPINEPHrine 4 mcg/mL (SCN/PEDS) 3 mL Infusion,517106125,$1.00 
EPINEPHrine 80 mcg/10 mL Syringe,76983300625,$110.07 
EPINEPHrine HCL 1 mg/mL SOLN,54288010310,$54.45 
EPIrubicin 2 mg/mL SOLN,9509101,$6.12 
EPOETIN  10000 units INJ (Epogen) ESRD,55513014410,$651.15 
EPOETIN  2000 units INJ (Epogen) ESRD,55513012610,$281.70 
EPOETIN  20000 units INJ (Procrit) ESRD,59676032001,"$1,363.50 "
EPOETIN  3000 units INJ (Epogen) ESRD,59676030302,$248.81 
EPOETIN  4000 units INJ (Epogen) ESRD,59676030401,$334.16 
EPOETIN  40000 units INJ (Procrit) ESRD,55513082310,"$2,583.31 "
EPOETIN 10000 units INJ (Procrit) Non-ESRD,59676031001,$835.39 
EPOETIN 2000 units INJ (Epogen) Non-ESRD,59676030201,$167.08 
EPOETIN 20000 units INJ (Procrit) Non-ESRD,55513047810,"$1,436.18 "
EPOETIN 3000 units INJ (Epogen) Non-ESRD,55513026710,$215.42 
EPOETIN 4000 units INJ (Epogen) Non-ESRD,55513014810,$287.24 
EPOETIN 40000 units INJ (Procrit) Non-ESRD,59676034001,"$3,341.57 "
epoetin alfa 2000 units/mL (SCN/PEDS) INJ,55513012601,$98.91 
EPOPROSTENOL for Continuous Nebulization (1500 mcg/50 mL) ,173051910,$4.06 
EPTIFIBATIDE 0.75 mg/mL PREMIX IV (Integrilin) (100ml),85113601,$24.48 
EPTIFIBATIDE 20 mg/10mL INJ ( Integrilin),85117701,$382.58 
ERGOCALCIFEROL 50000 int units CAP (VITAMIN D),24039202,$9.30 
ERGOCALCIFEROL 8000 int units/ml SOLN (Drisdol (EQV)),91415060,$2.81 
eriBULin 1 mg/2 mL INJ (Halaven),62856038901,"$2,121.75 "
erlotnib 150 TAB (Tarceva),50242006401,$753.65 
ertapenem 1 gm PWDI (Invanz),6384371,$334.24 
ertapenem 1 gm/100 ml NS AddEase(Invanz),6384371,$452.52 
ERYTHROMYCIN  200 mg/5 mL ORAL SUSP (EES  (EQV)),74636902,$5.85 
ERYTHROMYCIN 1 g INJ,409647844,$115.65 
ERYTHROMYCIN 250 mg,24338012213,$27.64 
erythromycin 250 mg DRC,68308025010,$10.98 
Erythromycin 5 mg/ml (PED) Inj,409648299,$4.50 
ERYTHROMYCIN 500 mg INJ,409648201,$281.39 
erythromycin 500 mg/100 mL NS,409648201,$248.04 
ERYTHROMYCIN OPH. (3.5 g) 0.5% OINT,24208091055,$21.30 
erythromycin ophthalmic 0.5% OINT (U/D),17478007031,$40.55 
escitalopram 10 mg TAB (Lexapro),68084061701,$1.00 
escitalopram 2.5 mg TAB (1/2 of 5 mg) (Lexapro),16729016801,$1.03 
escitalopram 20 mg TAB (Lexapro),68084061801,$1.09 
escitalopram 5 mg TAB (Lexapro),65862037301,$1.07 
esmolol 10 mg/mL (10000 mcg/mL)  (SCN/PEDS)  10 mL Infusion,10019001501,$1.17 
esmolol 10 mg/mL (10000 mcg/mL)  (SCN/PEDS)  3 mL Infusion,10019012601,$1.19 
esmolol 10 mg/mL (10000 mcg/mL) (SCN/PEDS) Injection,67457018210,$1.17 
ESMOLOL 100 mg/10mL INJ (Vial) (Brevibloc (EQV)),10019011501,$9.60 
ESMOLOL 2500 mg/10mL INJ (Brevibloc (EQV)),10019002518,$49.55 
ESMOLOL 2500 mg/250 mL PREMIX IV (Brevibloc (EQV)),10019005561,$5.52 
ESTRADIOL 0.05 mg/24 hours x 7 days PATCH (Climara EQV),64248033001,$17.28 
ESTRADIOL 0.1 mg/24 hours x 7 days PATCH (Climara EQV),52544047308,$55.55 
ESTRADIOL 0.5 mg TAB (Estrace (EQV)),378145201,$7.84 
ESTRADIOL 1 mg TAB (Estrace (EQV)),378145401,$1.00 
ESTRAMUSTINE 140 mg CAP (Emcyt),13013202,$55.04 
ETHACRYNIC ACID 12.5mg (1/2 of 25 mg) TAB,6006599,$11.25 
ETHACRYNIC ACID 25 mg TAB (Edecrin (EQV)),6006568,$67.77 
ETHACRYNIC ACID INJ  (Edecrin (EQV)),25010021027,"$16,002.08 "
ETHAMBUTOL 200 mg (1/2 of 400 mg) TAB,555092302,$6.23 
ETHAMBUTOL 400 mg TAB (Myambutol),68084028001,$5.85 
ETHANOL 98% ALCOHOL INJ (5ml),17478050305,$86.22 
ETHANOL 98% INJ ALCOHOL (1ml),517857110,$50.63 
ETHINYL ESTRADIOL-NORGESTREL 50 mcg-0.5 mg TAB,52544084828,$5.90 
ETHOSUXIMIDE 250 mg CAP (ZAROTIN),71023724,$13.90 
ETHYL CHLORIDE Topical 100% SPRAY,386000103,$1.13 
ETODOLAC 200 mg CAP (LODINE),60505003901,$5.29 
ETOMIDATE 2 mg/mL 20 mL SOLN,409806201,$105.00 
etonogestrel 68 mg IMP,52027401,"$3,815.55 "
ETOPOSIDE 20 mg/mL SOLN,55390029101,$6.30 
etravirine 100 mg TAB (Intellence),59676057001,$35.11 
exemestane 25 mg TAB (Aromasin),9766304,$80.93 
EXENATIDE 5 mCg/0.02 mL INJ (Byetta) PEN,66780021007,"$1,482.94 "
EZETIMIBE 10 mg TAB (Zetia),69238115403,$3.31 
FAMCICLOVIR 250 mg TAB (Famvir),60505324603,$2.39 
FAMCICLOVIR 500 mg TAB (Famvir),78036815,$82.63 
famotidine (1mg/mL) (SCN) INJ,20000000002,$4.50 
famotidine (PEDS) Oral Sol 20 mg/2.5mL,68382044405,$11.93 
famotidine 1 mg/mL (SCN) Oral Sol,574014704,$4.50 
famotidine 2 mg/mL (SCN/PEDS) inj,61553076272,$2.25 
famotidine 20 mg TAB (Pepcid (EQV)),68084017201,$1.00 
famotidine 20 mg/100 mL NSS (RCC),641600225,$4.50 
famotidine 20 mg/2.5 mL Oral Susp (Pepcid (EQV)),6353892,$11.28 
famotidine 20 mg/2mL INJ (Pepcid (EQV),63323073912,$2.23 
FAT EMULSION intravenous 20% EMUL,338049103,$0.14 
febuxostat 40 mg TAB (Uloric),64764091830,$35.34 
FELBAMATE 400 mg TAB (Felbatol),37043001,$20.91 
FELBAMATE 600 mg TAB (Felbatol),65162073503,$23.75 
FELODIPINE 2.5 mg  (Plendil (EQV)),378501101,$5.38 
FELODIPINE 5 mg  (Plendil (EQV)),378501201,$5.38 
fenofibrate 160 mg TAB (TRICOR (EQV)),378710177,$3.11 
FENOFIBRATE 200 mg CAP,115053301,$10.82 
FENOFIBRATE 54 mg TAB (Tricor (EQV)),115551110,$3.09 
FENOFIBRATE 67 mg CAP,115051101,$3.63 
fentaNYL 10 mcg/mL 10 mL (SCN/PEDS) Infusion,20000000027,$4.50 
fentaNYL 10 mcg/mL 3 mL (SCN/PEDS) Infusion,20000000026,$4.50 
fentaNYL 10 mcg/mL(SCN/PEDS) Inj,409909399,$4.50 
fentaNYL 100 mcg/2 ml INJ,409909332,$40.00 
fentaNYL 1000 mcg/20 mL INJ,409909338,$0.42 
fentaNYL 2 mcg/ml (SCN) SOLN,10000000011,$4.50 
fentaNYL 200 mcg LOZ (Actiq),63459050230,$235.80 
fentaNYL 250 mcg/5 mL INJ,409909335,$40.00 
fentaNYL 2500 mcg/50 mL SOLN,409909461,$0.50 
